Card	Format	Usage	Cumulative	Total	Format Index
Chaos Sorcerer	goat	34	54	330	12
Chaos Sorcerer	cyber	7	61	330	13
Chaos Sorcerer	reaper	11	72	330	14
Chaos Sorcerer	chaos return	97	169	330	15
Chaos Sorcerer	cat	7	176	330	27
Chaos Sorcerer	lightsworn	50	226	330	28
Chaos Sorcerer	edison	6	232	330	29
Chaos Sorcerer	frog	1	233	330	30
Chaos Sorcerer	x-saber	11	244	330	31
Chaos Sorcerer	starstrike	6	250	330	32
Chaos Sorcerer	six samurai	2	252	330	33
Chaos Sorcerer	trishula	14	266	330	34
Chaos Sorcerer	librarian	6	272	330	35
Chaos Sorcerer	tengu plant	11	283	330	36
Chaos Sorcerer	underworld	2	285	330	37
Chaos Sorcerer	shockwave	7	292	330	38
Chaos Sorcerer	long beach	9	301	330	39
Chaos Sorcerer	dino rabbit	11	312	330	40
Chaos Sorcerer	wind-up	7	319	330	41
Chaos Sorcerer	miami	1	320	330	42
Chaos Sorcerer	meadowlands	1	321	330	43
Chaos Sorcerer	vegas	1	322	330	47
Chaos Sorcerer	shaddoll	8	330	330	49
Royal Oppression	chaos	9	9	528	10
Royal Oppression	warrior	1	10	528	11
Royal Oppression	goat	2	12	528	12
Royal Oppression	chimeratech	2	14	528	17
Royal Oppression	zombie	12	26	528	21
Royal Oppression	dad return	6	32	528	24
Royal Oppression	gladiator	45	77	528	25
Royal Oppression	teledad	53	130	528	26
Royal Oppression	cat	29	159	528	27
Royal Oppression	lightsworn	61	220	528	28
Royal Oppression	edison	48	268	528	29
Royal Oppression	frog	91	359	528	30
Royal Oppression	x-saber	55	414	528	31
Royal Oppression	starstrike	26	440	528	32
Royal Oppression	six samurai	18	458	528	33
Royal Oppression	trishula	44	502	528	34
Royal Oppression	librarian	26	528	528	35
Berserk Gorilla	chaos	7	7	18	10
Berserk Gorilla	warrior	9	16	18	11
Berserk Gorilla	goat	2	18	18	12
Reflect Bounder	chaos	7	7	13	10
Reflect Bounder	warrior	3	10	13	11
Reflect Bounder	cyber	2	12	13	13
Reflect Bounder	stein	1	13	13	16
Dark Magician of Chaos	chaos	6	6	123	10
Dark Magician of Chaos	warrior	4	10	123	11
Dark Magician of Chaos	cyber	2	12	123	13
Dark Magician of Chaos	stein	3	15	123	16
Dark Magician of Chaos	airblade	4	19	123	18
Dark Magician of Chaos	trooper	6	25	123	20
Dark Magician of Chaos	zombie	1	26	123	21
Dark Magician of Chaos	perfect circle	14	40	123	22
Dark Magician of Chaos	phantom	13	53	123	23
Dark Magician of Chaos	dad return	58	111	123	24
Dark Magician of Chaos	gladiator	12	123	123	25
Tsukuyomi	chaos	5	5	126	10
Tsukuyomi	warrior	6	11	126	11
Tsukuyomi	goat	15	26	126	12
Tsukuyomi	cyber	20	46	126	13
Tsukuyomi	reaper	4	50	126	14
Tsukuyomi	chaos return	35	85	126	15
Tsukuyomi	wind-up	3	88	126	41
Tsukuyomi	miami	2	90	126	42
Tsukuyomi	baby ruler	33	123	126	44
Tsukuyomi	vegas	1	124	126	47
Tsukuyomi	nekroz	2	126	126	52
Bottomless Trap Hole	chaos	4	4	1635	10
Bottomless Trap Hole	warrior	24	28	1635	11
Bottomless Trap Hole	goat	4	32	1635	12
Bottomless Trap Hole	cyber	8	40	1635	13
Bottomless Trap Hole	reaper	9	49	1635	14
Bottomless Trap Hole	chaos return	17	66	1635	15
Bottomless Trap Hole	stein	29	95	1635	16
Bottomless Trap Hole	chimeratech	11	106	1635	17
Bottomless Trap Hole	airblade	5	111	1635	18
Bottomless Trap Hole	trooper	2	113	1635	20
Bottomless Trap Hole	zombie	33	146	1635	21
Bottomless Trap Hole	perfect circle	11	157	1635	22
Bottomless Trap Hole	dad return	7	164	1635	24
Bottomless Trap Hole	gladiator	125	289	1635	25
Bottomless Trap Hole	teledad	19	308	1635	26
Bottomless Trap Hole	cat	85	393	1635	27
Bottomless Trap Hole	lightsworn	119	512	1635	28
Bottomless Trap Hole	edison	71	583	1635	29
Bottomless Trap Hole	frog	139	722	1635	30
Bottomless Trap Hole	x-saber	192	914	1635	31
Bottomless Trap Hole	starstrike	72	986	1635	32
Bottomless Trap Hole	six samurai	34	1020	1635	33
Bottomless Trap Hole	trishula	29	1049	1635	34
Bottomless Trap Hole	librarian	26	1075	1635	35
Bottomless Trap Hole	tengu plant	22	1097	1635	36
Bottomless Trap Hole	underworld	22	1119	1635	37
Bottomless Trap Hole	shockwave	92	1211	1635	38
Bottomless Trap Hole	long beach	53	1264	1635	39
Bottomless Trap Hole	dino rabbit	42	1306	1635	40
Bottomless Trap Hole	wind-up	60	1366	1635	41
Bottomless Trap Hole	miami	57	1423	1635	42
Bottomless Trap Hole	meadowlands	5	1428	1635	43
Bottomless Trap Hole	baby ruler	6	1434	1635	44
Bottomless Trap Hole	ravine ruler	29	1463	1635	45
Bottomless Trap Hole	fire-water	18	1481	1635	46
Bottomless Trap Hole	vegas	25	1506	1635	47
Bottomless Trap Hole	hat	36	1542	1635	48
Bottomless Trap Hole	shaddoll	13	1555	1635	49
Bottomless Trap Hole	burning abyss	29	1584	1635	50
Bottomless Trap Hole	charleston	5	1589	1635	51
Bottomless Trap Hole	nekroz	11	1600	1635	52
Bottomless Trap Hole	clown	10	1610	1635	53
Bottomless Trap Hole	pepe	18	1628	1635	54
Bottomless Trap Hole	abc	5	1633	1635	57
Bottomless Trap Hole	current	2	1635	1635	84
Emergency Provisions	chaos	4	4	42	10
Emergency Provisions	warrior	13	17	42	11
Emergency Provisions	chaos return	6	23	42	15
Emergency Provisions	stein	5	28	42	16
Emergency Provisions	chimeratech	1	29	42	17
Emergency Provisions	airblade	1	30	42	18
Emergency Provisions	zombie	1	31	42	21
Emergency Provisions	x-saber	1	32	42	31
Emergency Provisions	shockwave	2	34	42	38
Emergency Provisions	long beach	1	35	42	39
Emergency Provisions	miami	1	36	42	42
Emergency Provisions	snake-eye	3	39	42	82
Emergency Provisions	current	3	42	42	84
Anti-Spell Fragrance	chaos	3	3	408	10
Anti-Spell Fragrance	warrior	5	8	408	11
Anti-Spell Fragrance	dad return	3	11	408	24
Anti-Spell Fragrance	gladiator	7	18	408	25
Anti-Spell Fragrance	teledad	3	21	408	26
Anti-Spell Fragrance	edison	3	24	408	29
Anti-Spell Fragrance	frog	1	25	408	30
Anti-Spell Fragrance	x-saber	2	27	408	31
Anti-Spell Fragrance	baby ruler	2	29	408	44
Anti-Spell Fragrance	fire-water	1	30	408	46
Anti-Spell Fragrance	hat	2	32	408	48
Anti-Spell Fragrance	charleston	4	36	408	51
Anti-Spell Fragrance	nekroz	18	54	408	52
Anti-Spell Fragrance	clown	5	59	408	53
Anti-Spell Fragrance	pepe	19	78	408	54
Anti-Spell Fragrance	monarch	58	136	408	56
Anti-Spell Fragrance	abc	87	223	408	57
Anti-Spell Fragrance	grass zoo	22	245	408	58
Anti-Spell Fragrance	draco zoo	14	259	408	59
Anti-Spell Fragrance	secaucus	11	270	408	63
Anti-Spell Fragrance	tri zoo	15	285	408	74
Anti-Spell Fragrance	phoenix	4	289	408	76
Anti-Spell Fragrance	elements	8	297	408	78
Anti-Spell Fragrance	rescue-ace	5	302	408	81
Anti-Spell Fragrance	snake-eye	87	389	408	82
Anti-Spell Fragrance	current	19	408	408	84
D.D. Designator	chaos	3	3	11	10
D.D. Designator	chaos return	2	5	11	15
D.D. Designator	stein	1	6	11	16
D.D. Designator	chimeratech	1	7	11	17
D.D. Designator	zombie	2	9	11	21
D.D. Designator	dad return	2	11	11	24
Enemy Controller	chaos	2	2	689	10
Enemy Controller	warrior	15	17	689	11
Enemy Controller	cyber	4	21	689	13
Enemy Controller	reaper	15	36	689	14
Enemy Controller	chaos return	49	85	689	15
Enemy Controller	stein	26	111	689	16
Enemy Controller	chimeratech	25	136	689	17
Enemy Controller	airblade	4	140	689	18
Enemy Controller	trooper	4	144	689	20
Enemy Controller	zombie	12	156	689	21
Enemy Controller	perfect circle	17	173	689	22
Enemy Controller	phantom	7	180	689	23
Enemy Controller	dad return	26	206	689	24
Enemy Controller	gladiator	30	236	689	25
Enemy Controller	teledad	1	237	689	26
Enemy Controller	cat	7	244	689	27
Enemy Controller	lightsworn	6	250	689	28
Enemy Controller	edison	30	280	689	29
Enemy Controller	frog	22	302	689	30
Enemy Controller	x-saber	25	327	689	31
Enemy Controller	starstrike	29	356	689	32
Enemy Controller	six samurai	3	359	689	33
Enemy Controller	trishula	19	378	689	34
Enemy Controller	librarian	21	399	689	35
Enemy Controller	tengu plant	6	405	689	36
Enemy Controller	underworld	18	423	689	37
Enemy Controller	shockwave	28	451	689	38
Enemy Controller	long beach	2	453	689	39
Enemy Controller	dino rabbit	2	455	689	40
Enemy Controller	wind-up	6	461	689	41
Enemy Controller	miami	2	463	689	42
Enemy Controller	meadowlands	6	469	689	43
Enemy Controller	baby ruler	6	475	689	44
Enemy Controller	ravine ruler	8	483	689	45
Enemy Controller	burning abyss	50	533	689	50
Enemy Controller	charleston	31	564	689	51
Enemy Controller	nekroz	2	566	689	52
Enemy Controller	abc	2	568	689	57
Enemy Controller	grass zoo	6	574	689	58
Enemy Controller	draco zoo	24	598	689	59
Enemy Controller	link zoo	25	623	689	60
Enemy Controller	toss	2	625	689	68
Enemy Controller	elements	6	631	689	78
Enemy Controller	rescue-ace	33	664	689	81
Enemy Controller	snake-eye	20	684	689	82
Enemy Controller	current	5	689	689	84
Gravekeeper's Watcher	chaos	2	2	5	10
Gravekeeper's Watcher	chimeratech	3	5	5	17
Return from the Different Dimension	chaos	2	2	333	10
Return from the Different Dimension	warrior	9	11	333	11
Return from the Different Dimension	goat	5	16	333	12
Return from the Different Dimension	reaper	15	31	333	14
Return from the Different Dimension	chaos return	24	55	333	15
Return from the Different Dimension	stein	4	59	333	16
Return from the Different Dimension	airblade	4	63	333	18
Return from the Different Dimension	zombie	18	81	333	21
Return from the Different Dimension	perfect circle	21	102	333	22
Return from the Different Dimension	phantom	21	123	333	23
Return from the Different Dimension	dad return	107	230	333	24
Return from the Different Dimension	gladiator	7	237	333	25
Return from the Different Dimension	teledad	3	240	333	26
Return from the Different Dimension	cat	4	244	333	27
Return from the Different Dimension	lightsworn	8	252	333	28
Return from the Different Dimension	edison	13	265	333	29
Return from the Different Dimension	x-saber	3	268	333	31
Return from the Different Dimension	trishula	7	275	333	34
Return from the Different Dimension	shockwave	3	278	333	38
Return from the Different Dimension	long beach	1	279	333	39
Return from the Different Dimension	miami	1	280	333	42
Return from the Different Dimension	ravine ruler	53	333	333	45
Curse of Darkness	chaos	1	1	9	10
Curse of Darkness	warrior	1	2	9	11
Curse of Darkness	ravine ruler	3	5	9	45
Curse of Darkness	vegas	4	9	9	47
Despair from the Dark	chaos	1	1	1	10
Dimension Fusion	chaos	1	1	105	10
Dimension Fusion	warrior	2	3	105	11
Dimension Fusion	reaper	3	6	105	14
Dimension Fusion	chimeratech	10	16	105	17
Dimension Fusion	airblade	12	28	105	18
Dimension Fusion	zombie	3	31	105	21
Dimension Fusion	perfect circle	4	35	105	22
Dimension Fusion	phantom	12	47	105	23
Dimension Fusion	dad return	58	105	105	24
Gravekeeper's Guard	chaos	1	1	39	10
Gravekeeper's Guard	chimeratech	1	2	39	17
Gravekeeper's Guard	trooper	2	4	39	20
Gravekeeper's Guard	perfect circle	6	10	39	22
Gravekeeper's Guard	gladiator	6	16	39	25
Gravekeeper's Guard	teledad	3	19	39	26
Gravekeeper's Guard	cat	13	32	39	27
Gravekeeper's Guard	frog	1	33	39	30
Gravekeeper's Guard	x-saber	1	34	39	31
Gravekeeper's Guard	starstrike	1	35	39	32
Gravekeeper's Guard	trishula	4	39	39	34
Hysteric Fairy	chaos	1	1	3	10
Hysteric Fairy	goat	2	3	3	12
Judgment of Anubis	chaos	1	1	6	10
Judgment of Anubis	zombie	4	5	6	21
Judgment of Anubis	tengu plant	1	6	6	36
Neko Mane King	chaos	1	1	17	10
Neko Mane King	cyber	5	6	17	13
Neko Mane King	dad return	6	12	17	24
Neko Mane King	shockwave	3	15	17	38
Neko Mane King	long beach	1	16	17	39
Neko Mane King	miami	1	17	17	42
Prohibition	chaos	1	1	82	10
Prohibition	reaper	1	2	82	14
Prohibition	gladiator	48	50	82	25
Prohibition	teledad	4	54	82	26
Prohibition	cat	2	56	82	27
Prohibition	frog	1	57	82	30
Prohibition	x-saber	3	60	82	31
Prohibition	starstrike	2	62	82	32
Prohibition	shockwave	7	69	82	38
Prohibition	long beach	2	71	82	39
Prohibition	wind-up	6	77	82	41
Prohibition	miami	3	80	82	42
Prohibition	ravine ruler	2	82	82	45
Reload	chaos	1	1	4	10
Reload	baby ruler	3	4	4	44
Roulette Barrel	chaos	1	1	3	10
Roulette Barrel	goat	2	3	3	12
Spiritualism	chaos	1	1	3	10
Spiritualism	zombie	2	3	3	21
Zaborg the Thunder Monarch	chaos	1	1	309	10
Zaborg the Thunder Monarch	warrior	2	3	309	11
Zaborg the Thunder Monarch	goat	11	14	309	12
Zaborg the Thunder Monarch	cyber	14	28	309	13
Zaborg the Thunder Monarch	reaper	43	71	309	14
Zaborg the Thunder Monarch	chaos return	91	162	309	15
Zaborg the Thunder Monarch	stein	77	239	309	16
Zaborg the Thunder Monarch	chimeratech	18	257	309	17
Zaborg the Thunder Monarch	airblade	6	263	309	18
Zaborg the Thunder Monarch	trooper	13	276	309	20
Zaborg the Thunder Monarch	zombie	27	303	309	21
Zaborg the Thunder Monarch	perfect circle	1	304	309	22
Zaborg the Thunder Monarch	phantom	2	306	309	23
Zaborg the Thunder Monarch	dad return	3	309	309	24
Dark Blade the Dragon Knight	warrior	49	49	224	11
Dark Blade the Dragon Knight	goat	28	77	224	12
Dark Blade the Dragon Knight	cyber	23	100	224	13
Dark Blade the Dragon Knight	reaper	26	126	224	14
Dark Blade the Dragon Knight	chaos return	43	169	224	15
Dark Blade the Dragon Knight	stein	24	193	224	16
Dark Blade the Dragon Knight	chimeratech	4	197	224	17
Dark Blade the Dragon Knight	airblade	4	201	224	18
Dark Blade the Dragon Knight	trooper	16	217	224	20
Dark Blade the Dragon Knight	perfect circle	2	219	224	22
Dark Blade the Dragon Knight	gladiator	4	223	224	25
Dark Blade the Dragon Knight	shockwave	1	224	224	38
Mobius the Frost Monarch	warrior	33	33	458	11
Mobius the Frost Monarch	goat	22	55	458	12
Mobius the Frost Monarch	cyber	26	81	458	13
Mobius the Frost Monarch	reaper	55	136	458	14
Mobius the Frost Monarch	chaos return	73	209	458	15
Mobius the Frost Monarch	stein	48	257	458	16
Mobius the Frost Monarch	chimeratech	22	279	458	17
Mobius the Frost Monarch	airblade	10	289	458	18
Mobius the Frost Monarch	trooper	26	315	458	20
Mobius the Frost Monarch	zombie	14	329	458	21
Mobius the Frost Monarch	perfect circle	24	353	458	22
Mobius the Frost Monarch	phantom	3	356	458	23
Mobius the Frost Monarch	dad return	12	368	458	24
Mobius the Frost Monarch	gladiator	7	375	458	25
Mobius the Frost Monarch	teledad	17	392	458	26
Mobius the Frost Monarch	cat	7	399	458	27
Mobius the Frost Monarch	lightsworn	11	410	458	28
Mobius the Frost Monarch	x-saber	5	415	458	31
Mobius the Frost Monarch	starstrike	5	420	458	32
Mobius the Frost Monarch	six samurai	1	421	458	33
Mobius the Frost Monarch	trishula	4	425	458	34
Mobius the Frost Monarch	librarian	2	427	458	35
Mobius the Frost Monarch	wind-up	3	430	458	41
Mobius the Frost Monarch	shaddoll	27	457	458	49
Mobius the Frost Monarch	monarch	1	458	458	56
Smashing Ground	warrior	32	32	692	11
Smashing Ground	goat	20	52	692	12
Smashing Ground	cyber	8	60	692	13
Smashing Ground	reaper	34	94	692	14
Smashing Ground	chaos return	66	160	692	15
Smashing Ground	stein	40	200	692	16
Smashing Ground	chimeratech	17	217	692	17
Smashing Ground	airblade	7	224	692	18
Smashing Ground	trooper	10	234	692	20
Smashing Ground	zombie	23	257	692	21
Smashing Ground	perfect circle	8	265	692	22
Smashing Ground	phantom	4	269	692	23
Smashing Ground	dad return	9	278	692	24
Smashing Ground	gladiator	20	298	692	25
Smashing Ground	teledad	5	303	692	26
Smashing Ground	cat	10	313	692	27
Smashing Ground	lightsworn	9	322	692	28
Smashing Ground	edison	9	331	692	29
Smashing Ground	frog	33	364	692	30
Smashing Ground	x-saber	47	411	692	31
Smashing Ground	starstrike	21	432	692	32
Smashing Ground	six samurai	19	451	692	33
Smashing Ground	trishula	15	466	692	34
Smashing Ground	librarian	13	479	692	35
Smashing Ground	tengu plant	3	482	692	36
Smashing Ground	underworld	6	488	692	37
Smashing Ground	shockwave	102	590	692	38
Smashing Ground	long beach	89	679	692	39
Smashing Ground	dino rabbit	4	683	692	40
Smashing Ground	miami	5	688	692	42
Smashing Ground	ravine ruler	2	690	692	45
Smashing Ground	burning abyss	2	692	692	50
Blade Knight	warrior	28	28	70	11
Blade Knight	goat	36	64	70	12
Blade Knight	cyber	5	69	70	13
Blade Knight	chaos return	1	70	70	15
D.D. Assailant	warrior	19	19	113	11
D.D. Assailant	goat	14	33	113	12
D.D. Assailant	cyber	13	46	113	13
D.D. Assailant	reaper	18	64	113	14
D.D. Assailant	chaos return	11	75	113	15
D.D. Assailant	stein	13	88	113	16
D.D. Assailant	chimeratech	2	90	113	17
D.D. Assailant	zombie	5	95	113	21
D.D. Assailant	perfect circle	8	103	113	22
D.D. Assailant	gladiator	1	104	113	25
D.D. Assailant	edison	9	113	113	29
Ojama King	warrior	19	19	111	11
Ojama King	goat	22	41	111	12
Ojama King	cyber	18	59	111	13
Ojama King	reaper	13	72	111	14
Ojama King	chaos return	15	87	111	15
Ojama King	stein	10	97	111	16
Ojama King	chimeratech	4	101	111	17
Ojama King	trooper	4	105	111	20
Ojama King	perfect circle	5	110	111	22
Ojama King	baby ruler	1	111	111	44
Mystic Swordsman LV2	warrior	13	13	126	11
Mystic Swordsman LV2	goat	23	36	126	12
Mystic Swordsman LV2	cyber	9	45	126	13
Mystic Swordsman LV2	reaper	24	69	126	14
Mystic Swordsman LV2	chaos return	25	94	126	15
Mystic Swordsman LV2	stein	19	113	126	16
Mystic Swordsman LV2	chimeratech	1	114	126	17
Mystic Swordsman LV2	perfect circle	2	116	126	22
Mystic Swordsman LV2	gladiator	10	126	126	25
Swarm of Locusts	warrior	8	8	8	11
Abyss Soldier	warrior	6	6	8	11
Abyss Soldier	cyber	2	8	8	13
Master of Oz	warrior	6	6	73	11
Master of Oz	goat	26	32	73	12
Master of Oz	cyber	15	47	73	13
Master of Oz	reaper	19	66	73	14
Master of Oz	chaos return	2	68	73	15
Master of Oz	stein	2	70	73	16
Master of Oz	chimeratech	1	71	73	17
Master of Oz	dad return	1	72	73	24
Master of Oz	baby ruler	1	73	73	44
Pikeru's Circle of Enchantment	warrior	6	6	8	11
Pikeru's Circle of Enchantment	chimeratech	2	8	8	17
Compulsory Evacuation Device	warrior	5	5	532	11
Compulsory Evacuation Device	goat	2	7	532	12
Compulsory Evacuation Device	reaper	2	9	532	14
Compulsory Evacuation Device	teledad	16	25	532	26
Compulsory Evacuation Device	cat	7	32	532	27
Compulsory Evacuation Device	lightsworn	2	34	532	28
Compulsory Evacuation Device	edison	20	54	532	29
Compulsory Evacuation Device	frog	36	90	532	30
Compulsory Evacuation Device	x-saber	9	99	532	31
Compulsory Evacuation Device	starstrike	10	109	532	32
Compulsory Evacuation Device	six samurai	5	114	532	33
Compulsory Evacuation Device	trishula	20	134	532	34
Compulsory Evacuation Device	librarian	17	151	532	35
Compulsory Evacuation Device	tengu plant	7	158	532	36
Compulsory Evacuation Device	underworld	3	161	532	37
Compulsory Evacuation Device	shockwave	38	199	532	38
Compulsory Evacuation Device	long beach	20	219	532	39
Compulsory Evacuation Device	dino rabbit	15	234	532	40
Compulsory Evacuation Device	wind-up	53	287	532	41
Compulsory Evacuation Device	miami	40	327	532	42
Compulsory Evacuation Device	baby ruler	15	342	532	44
Compulsory Evacuation Device	ravine ruler	32	374	532	45
Compulsory Evacuation Device	fire-water	15	389	532	46
Compulsory Evacuation Device	vegas	13	402	532	47
Compulsory Evacuation Device	hat	24	426	532	48
Compulsory Evacuation Device	shaddoll	40	466	532	49
Compulsory Evacuation Device	burning abyss	31	497	532	50
Compulsory Evacuation Device	charleston	7	504	532	51
Compulsory Evacuation Device	nekroz	3	507	532	52
Compulsory Evacuation Device	clown	3	510	532	53
Compulsory Evacuation Device	abc	15	525	532	57
Compulsory Evacuation Device	grass zoo	4	529	532	58
Compulsory Evacuation Device	draco zoo	1	530	532	59
Compulsory Evacuation Device	toss	2	532	532	68
Dekoichi the Battlechanted Locomotive	warrior	5	5	263	11
Dekoichi the Battlechanted Locomotive	goat	33	38	263	12
Dekoichi the Battlechanted Locomotive	cyber	13	51	263	13
Dekoichi the Battlechanted Locomotive	reaper	17	68	263	14
Dekoichi the Battlechanted Locomotive	chaos return	43	111	263	15
Dekoichi the Battlechanted Locomotive	stein	48	159	263	16
Dekoichi the Battlechanted Locomotive	chimeratech	22	181	263	17
Dekoichi the Battlechanted Locomotive	airblade	2	183	263	18
Dekoichi the Battlechanted Locomotive	trooper	35	218	263	20
Dekoichi the Battlechanted Locomotive	zombie	1	219	263	21
Dekoichi the Battlechanted Locomotive	perfect circle	7	226	263	22
Dekoichi the Battlechanted Locomotive	phantom	3	229	263	23
Dekoichi the Battlechanted Locomotive	gladiator	15	244	263	25
Dekoichi the Battlechanted Locomotive	teledad	2	246	263	26
Dekoichi the Battlechanted Locomotive	cat	9	255	263	27
Dekoichi the Battlechanted Locomotive	x-saber	8	263	263	31
Gigantes	warrior	5	5	27	11
Gigantes	goat	12	17	27	12
Gigantes	reaper	3	20	27	14
Gigantes	trooper	2	22	27	20
Gigantes	x-saber	2	24	27	31
Gigantes	tengu plant	3	27	27	36
Mokey Mokey King	warrior	5	5	13	11
Mokey Mokey King	reaper	4	9	13	14
Mokey Mokey King	chaos return	2	11	13	15
Mokey Mokey King	chimeratech	1	12	13	17
Mokey Mokey King	baby ruler	1	13	13	44
Mystik Wok	warrior	5	5	72	11
Mystik Wok	goat	23	28	72	12
Mystik Wok	cyber	14	42	72	13
Mystik Wok	reaper	1	43	72	14
Mystik Wok	chaos return	15	58	72	15
Mystik Wok	stein	4	62	72	16
Mystik Wok	chimeratech	3	65	72	17
Mystik Wok	airblade	2	67	72	18
Mystik Wok	trooper	2	69	72	20
Mystik Wok	ravine ruler	1	70	72	45
Mystik Wok	nekroz	2	72	72	52
Ninja Grandmaster Sasuke	warrior	5	5	36	11
Ninja Grandmaster Sasuke	goat	14	19	36	12
Ninja Grandmaster Sasuke	cyber	3	22	36	13
Ninja Grandmaster Sasuke	reaper	8	30	36	14
Ninja Grandmaster Sasuke	chaos return	2	32	36	15
Ninja Grandmaster Sasuke	stein	1	33	36	16
Ninja Grandmaster Sasuke	chimeratech	1	34	36	17
Ninja Grandmaster Sasuke	perfect circle	2	36	36	22
Chain Disappearance	warrior	4	4	260	11
Chain Disappearance	cyber	3	7	260	13
Chain Disappearance	reaper	8	15	260	14
Chain Disappearance	chaos return	2	17	260	15
Chain Disappearance	x-saber	14	31	260	31
Chain Disappearance	starstrike	11	42	260	32
Chain Disappearance	six samurai	30	72	260	33
Chain Disappearance	trishula	61	133	260	34
Chain Disappearance	librarian	17	150	260	35
Chain Disappearance	underworld	3	153	260	37
Chain Disappearance	shockwave	35	188	260	38
Chain Disappearance	long beach	8	196	260	39
Chain Disappearance	dino rabbit	3	199	260	40
Chain Disappearance	ravine ruler	1	200	260	45
Chain Disappearance	shaddoll	52	252	260	49
Chain Disappearance	burning abyss	6	258	260	50
Chain Disappearance	abc	2	260	260	57
Final Attack Orders	warrior	4	4	4	11
Monster Gate	warrior	4	4	63	11
Monster Gate	cyber	6	10	63	13
Monster Gate	airblade	9	19	63	18
Monster Gate	zombie	3	22	63	21
Monster Gate	perfect circle	3	25	63	22
Monster Gate	phantom	12	37	63	23
Monster Gate	dad return	24	61	63	24
Monster Gate	clown	2	63	63	53
The Creator	warrior	4	4	4	11
Widespread Ruin	warrior	4	4	87	11
Widespread Ruin	goat	8	12	87	12
Widespread Ruin	cyber	4	16	87	13
Widespread Ruin	reaper	24	40	87	14
Widespread Ruin	stein	9	49	87	16
Widespread Ruin	chimeratech	15	64	87	17
Widespread Ruin	airblade	3	67	87	18
Widespread Ruin	trooper	12	79	87	20
Widespread Ruin	zombie	8	87	87	21
Divine Wrath	warrior	3	3	156	11
Divine Wrath	reaper	2	5	156	14
Divine Wrath	phantom	2	7	156	23
Divine Wrath	dad return	4	11	156	24
Divine Wrath	gladiator	12	23	156	25
Divine Wrath	teledad	8	31	156	26
Divine Wrath	cat	5	36	156	27
Divine Wrath	lightsworn	4	40	156	28
Divine Wrath	frog	46	86	156	30
Divine Wrath	x-saber	17	103	156	31
Divine Wrath	starstrike	4	107	156	32
Divine Wrath	trishula	3	110	156	34
Divine Wrath	tengu plant	2	112	156	36
Divine Wrath	long beach	1	113	156	39
Divine Wrath	ravine ruler	39	152	156	45
Divine Wrath	clown	1	153	156	53
Divine Wrath	tri zoo	3	156	156	74
Hallowed Life Barrier	warrior	3	3	14	11
Hallowed Life Barrier	chaos return	4	7	14	15
Hallowed Life Barrier	zombie	4	11	14	21
Hallowed Life Barrier	dad return	3	14	14	24
Level Limit - Area B	warrior	3	3	57	11
Level Limit - Area B	goat	2	5	57	12
Level Limit - Area B	cyber	2	7	57	13
Level Limit - Area B	reaper	5	12	57	14
Level Limit - Area B	stein	7	19	57	16
Level Limit - Area B	trooper	3	22	57	20
Level Limit - Area B	zombie	9	31	57	21
Level Limit - Area B	perfect circle	2	33	57	22
Level Limit - Area B	dad return	1	34	57	24
Level Limit - Area B	x-saber	1	35	57	31
Level Limit - Area B	trishula	1	36	57	34
Level Limit - Area B	wind-up	8	44	57	41
Level Limit - Area B	miami	13	57	57	42
Magical Merchant	warrior	3	3	40	11
Magical Merchant	cyber	3	6	40	13
Magical Merchant	chaos return	16	22	40	15
Magical Merchant	stein	1	23	40	16
Magical Merchant	zombie	10	33	40	21
Magical Merchant	perfect circle	6	39	40	22
Magical Merchant	phantom	1	40	40	23
Mataza the Zapper	warrior	3	3	7	11
Mataza the Zapper	goat	4	7	7	12
Sanwitch	warrior	3	3	70	11
Sanwitch	goat	1	4	70	12
Sanwitch	reaper	4	8	70	14
Sanwitch	chaos return	1	9	70	15
Sanwitch	trooper	2	11	70	20
Sanwitch	perfect circle	4	15	70	22
Sanwitch	gladiator	50	65	70	25
Sanwitch	teledad	3	68	70	26
Sanwitch	cat	1	69	70	27
Sanwitch	baby ruler	1	70	70	44
The Creator Incarnate	warrior	3	3	3	11
Wave-Motion Cannon	warrior	3	3	86	11
Wave-Motion Cannon	goat	2	5	86	12
Wave-Motion Cannon	cyber	7	12	86	13
Wave-Motion Cannon	chaos return	2	14	86	15
Wave-Motion Cannon	stein	24	38	86	16
Wave-Motion Cannon	chimeratech	2	40	86	17
Wave-Motion Cannon	trooper	9	49	86	20
Wave-Motion Cannon	zombie	26	75	86	21
Wave-Motion Cannon	perfect circle	2	77	86	22
Wave-Motion Cannon	dad return	9	86	86	24
Blowback Dragon	warrior	2	2	17	11
Blowback Dragon	goat	1	3	17	12
Blowback Dragon	cyber	3	6	17	13
Blowback Dragon	reaper	2	8	17	14
Blowback Dragon	chaos return	2	10	17	15
Blowback Dragon	stein	3	13	17	16
Blowback Dragon	chimeratech	3	16	17	17
Blowback Dragon	zombie	1	17	17	21
Cursed Seal of the Forbidden Spell	warrior	2	2	82	11
Cursed Seal of the Forbidden Spell	goat	2	4	82	12
Cursed Seal of the Forbidden Spell	cyber	7	11	82	13
Cursed Seal of the Forbidden Spell	airblade	3	14	82	18
Cursed Seal of the Forbidden Spell	zombie	17	31	82	21
Cursed Seal of the Forbidden Spell	perfect circle	4	35	82	22
