Card	Format	Usage	Cumulative	Total	Format Index
Stealth Bird	stein	17	23	25	36
Stealth Bird	demise	2	25	25	39
Steam Gyroid	reaper	5	5	19	32
Steam Gyroid	chaos return	2	7	19	34
Steam Gyroid	demise	1	8	19	39
Steam Gyroid	trooper	7	15	19	40
Steam Gyroid	perfect circle	3	18	19	43
Steam Gyroid	gladiator	1	19	19	46
Mokey Mokey King	reaper	4	4	7	32
Mokey Mokey King	chaos return	1	5	7	34
Mokey Mokey King	chimeratech	1	6	7	37
Mokey Mokey King	baby ruler	1	7	7	65
D.3.S. Frog	reaper	3	3	9	32
D.3.S. Frog	edison	3	6	9	54
D.3.S. Frog	elements	3	9	9	100
Flying Kamakiri #1	reaper	3	3	4	32
Flying Kamakiri #1	zombie	1	4	4	42
Milus Radiant	reaper	3	3	3	32
Rescue Cat	reaper	3	3	172	32
Rescue Cat	zombie	1	4	172	42
Rescue Cat	perfect circle	2	6	172	43
Rescue Cat	dad return	2	8	172	45
Rescue Cat	gladiator	71	79	172	46
Rescue Cat	cat	32	111	172	50
Rescue Cat	lightsworn	2	113	172	52
Rescue Cat	edison	6	119	172	54
Rescue Cat	frog	43	162	172	55
Rescue Cat	grass zoo	1	163	172	80
Rescue Cat	tri-brigade	9	172	172	96
Spiritual Wind Art - Miyabi	reaper	3	3	3	32
The Big March of Animals	reaper	3	3	3	32
Des Lacooda	reaper	2	2	4	32
Des Lacooda	stein	2	4	4	36
Divine Wrath	reaper	2	2	127	32
Divine Wrath	dad return	4	6	127	45
Divine Wrath	gladiator	12	18	127	46
Divine Wrath	teledad	8	26	127	48
Divine Wrath	cat	5	31	127	50
Divine Wrath	lightsworn	4	35	127	52
Divine Wrath	frog	46	81	127	55
Divine Wrath	starstrike	4	85	127	57
Divine Wrath	ravine ruler	39	124	127	66
Divine Wrath	tri-brigade	3	127	127	96
Messenger of Peace	reaper	2	2	63	32
Messenger of Peace	stein	3	5	63	36
Messenger of Peace	demise	2	7	63	39
Messenger of Peace	zombie	10	17	63	42
Messenger of Peace	dad return	5	22	63	45
Messenger of Peace	tengu	3	25	63	60
Messenger of Peace	wind-up	14	39	63	62
Messenger of Peace	miami	13	52	63	63
Messenger of Peace	tearlaments	9	61	63	102
Messenger of Peace	snake-eye	2	63	63	106
Nobleman of Extermination	reaper	2	2	29	32
Nobleman of Extermination	chimeratech	2	4	29	37
Nobleman of Extermination	demise	1	5	29	39
Nobleman of Extermination	gladiator	1	6	29	46
Nobleman of Extermination	cat	9	15	29	50
Nobleman of Extermination	lightsworn	3	18	29	52
Nobleman of Extermination	frog	6	24	29	55
Nobleman of Extermination	starstrike	5	29	29	57
Reckless Greed	reaper	2	2	200	32
Reckless Greed	stein	6	8	200	36
Reckless Greed	chimeratech	6	14	200	37
Reckless Greed	demise	8	22	200	39
Reckless Greed	perfect circle	2	24	200	43
Reckless Greed	gladiator	27	51	200	46
Reckless Greed	teledad	9	60	200	48
Reckless Greed	cat	6	66	200	50
Reckless Greed	edison	15	81	200	54
Reckless Greed	starstrike	3	84	200	57
Reckless Greed	tengu	3	87	200	60
Reckless Greed	dino rabbit	6	93	200	61
Reckless Greed	wind-up	6	99	200	62
Reckless Greed	meadowlands	3	102	200	64
Reckless Greed	ravine ruler	24	126	200	66
Reckless Greed	fire-water	8	134	200	67
Reckless Greed	vegas	6	140	200	68
Reckless Greed	shaddoll	3	143	200	70
Reckless Greed	charleston	3	146	200	72
Reckless Greed	invasion	45	191	200	79
Reckless Greed	grass zoo	9	200	200	80
Silpheed	reaper	2	2	2	32
Byser Shock	reaper	1	1	1	32
Doom Dozer	reaper	1	1	29	32
Doom Dozer	demise	21	22	29	39
Doom Dozer	zombie	6	28	29	42
Doom Dozer	dino rabbit	1	29	29	61
Pot of Avarice	reaper	1	1	346	32
Pot of Avarice	chaos return	7	8	346	34
Pot of Avarice	stein	30	38	346	36
Pot of Avarice	chimeratech	10	48	346	37
Pot of Avarice	demise	20	68	346	39
Pot of Avarice	trooper	10	78	346	40
Pot of Avarice	zombie	37	115	346	42
Pot of Avarice	perfect circle	11	126	346	43
Pot of Avarice	dad return	1	127	346	45
Pot of Avarice	gladiator	2	129	346	46
Pot of Avarice	cat	22	151	346	50
Pot of Avarice	lightsworn	11	162	346	52
Pot of Avarice	edison	33	195	346	54
Pot of Avarice	frog	11	206	346	55
Pot of Avarice	crow	2	208	346	56
Pot of Avarice	starstrike	46	254	346	57
Pot of Avarice	trishula	14	268	346	59
Pot of Avarice	tengu	9	277	346	60
Pot of Avarice	dino rabbit	9	286	346	61
Pot of Avarice	wind-up	21	307	346	62
Pot of Avarice	miami	22	329	346	63
Pot of Avarice	meadowlands	15	344	346	64
Pot of Avarice	baby ruler	1	345	346	65
Pot of Avarice	snake-eye	1	346	346	106
Sasuke Samurai #4	reaper	1	1	4	32
Sasuke Samurai #4	zombie	3	4	4	42
Ultimate Insect LV3	reaper	1	1	1	32
Ultimate Insect LV5	reaper	1	1	1	32
Banisher of the Radiance	chaos return	28	28	202	34
Banisher of the Radiance	stein	20	48	202	36
Banisher of the Radiance	chimeratech	8	56	202	37
Banisher of the Radiance	demise	25	81	202	39
Banisher of the Radiance	trooper	2	83	202	40
Banisher of the Radiance	zombie	40	123	202	42
Banisher of the Radiance	perfect circle	5	128	202	43
Banisher of the Radiance	dad return	10	138	202	45
Banisher of the Radiance	lightsworn	9	147	202	52
Banisher of the Radiance	edison	2	149	202	54
Banisher of the Radiance	frog	15	164	202	55
Banisher of the Radiance	crow	1	165	202	56
Banisher of the Radiance	starstrike	19	184	202	57
Banisher of the Radiance	dino rabbit	1	185	202	61
Banisher of the Radiance	wind-up	2	187	202	62
Banisher of the Radiance	miami	2	189	202	63
Banisher of the Radiance	meadowlands	8	197	202	64
Banisher of the Radiance	baby ruler	5	202	202	65
Goldd, Wu-Lord of Dark World	chaos return	23	23	79	34
Goldd, Wu-Lord of Dark World	stein	32	55	79	36
Goldd, Wu-Lord of Dark World	chimeratech	6	61	79	37
Goldd, Wu-Lord of Dark World	demise	3	64	79	39
Goldd, Wu-Lord of Dark World	trooper	3	67	79	40
Goldd, Wu-Lord of Dark World	zombie	1	68	79	42
Goldd, Wu-Lord of Dark World	cat	3	71	79	50
Goldd, Wu-Lord of Dark World	lightsworn	2	73	79	52
Goldd, Wu-Lord of Dark World	frog	3	76	79	55
Goldd, Wu-Lord of Dark World	wind-up	2	78	79	62
Goldd, Wu-Lord of Dark World	miami	1	79	79	63
Dark World Lightning	chaos return	12	12	32	34
Dark World Lightning	stein	8	20	32	36
Dark World Lightning	chimeratech	6	26	32	37
Dark World Lightning	demise	3	29	32	39
Dark World Lightning	trooper	3	32	32	40
Chiron the Mage	chaos return	10	10	16	34
Chiron the Mage	chimeratech	3	13	16	37
Chiron the Mage	demise	3	16	16	39
Dimension Wall	chaos return	9	9	74	34
Dimension Wall	stein	7	16	74	36
Dimension Wall	chimeratech	3	19	74	37
Dimension Wall	demise	8	27	74	39
Dimension Wall	trooper	10	37	74	40
Dimension Wall	zombie	24	61	74	42
Dimension Wall	perfect circle	3	64	74	43
Dimension Wall	dad return	3	67	74	45
Dimension Wall	ravine ruler	3	70	74	66
Dimension Wall	fire-water	2	72	74	67
Dimension Wall	link zoo	2	74	74	82
Old Vindictive Magician	chaos return	8	8	41	34
Old Vindictive Magician	stein	24	32	41	36
Old Vindictive Magician	demise	3	35	41	39
Old Vindictive Magician	zombie	2	37	41	42
Old Vindictive Magician	dad return	3	40	41	45
Old Vindictive Magician	ravine ruler	1	41	41	66
Dimensional Fissure	chaos return	6	6	393	34
Dimensional Fissure	stein	10	16	393	36
Dimensional Fissure	chimeratech	3	19	393	37
Dimensional Fissure	demise	11	30	393	39
Dimensional Fissure	zombie	14	44	393	42
Dimensional Fissure	perfect circle	17	61	393	43
Dimensional Fissure	dad return	9	70	393	45
Dimensional Fissure	cat	6	76	393	50
Dimensional Fissure	lightsworn	9	85	393	52
Dimensional Fissure	edison	2	87	393	54
Dimensional Fissure	frog	23	110	393	55
Dimensional Fissure	starstrike	5	115	393	57
Dimensional Fissure	trishula	7	122	393	59
Dimensional Fissure	dino rabbit	30	152	393	61
Dimensional Fissure	wind-up	20	172	393	62
Dimensional Fissure	miami	53	225	393	63
Dimensional Fissure	meadowlands	15	240	393	64
Dimensional Fissure	baby ruler	24	264	393	65
Dimensional Fissure	ravine ruler	9	273	393	66
Dimensional Fissure	fire-water	8	281	393	67
Dimensional Fissure	vegas	9	290	393	68
Dimensional Fissure	hat	16	306	393	69
Dimensional Fissure	shaddoll	5	311	393	70
Dimensional Fissure	burning abyss	1	312	393	71
Dimensional Fissure	nekroz	5	317	393	73
Dimensional Fissure	clown	1	318	393	74
Dimensional Fissure	grass zoo	1	319	393	80
Dimensional Fissure	toss	1	320	393	90
Dimensional Fissure	darkwing	1	321	393	101
Dimensional Fissure	tearlaments	11	332	393	102
Dimensional Fissure	rescue-ace	5	337	393	104
Dimensional Fissure	fire king	25	362	393	105
Dimensional Fissure	snake-eye	11	373	393	106
Dimensional Fissure	fiendsmith	12	385	393	107
Dimensional Fissure	advanced	8	393	393	108
Sillva, Warlord of Dark World	chaos return	6	6	52	34
Sillva, Warlord of Dark World	stein	10	16	52	36
Sillva, Warlord of Dark World	chimeratech	2	18	52	37
Sillva, Warlord of Dark World	dad return	19	37	52	45
Sillva, Warlord of Dark World	cat	3	40	52	50
Sillva, Warlord of Dark World	dino rabbit	1	41	52	61
Sillva, Warlord of Dark World	wind-up	7	48	52	62
Sillva, Warlord of Dark World	miami	2	50	52	63
Sillva, Warlord of Dark World	snake-eye	2	52	52	106
Cyber Phoenix	chaos return	5	5	98	34
Cyber Phoenix	stein	3	8	98	36
Cyber Phoenix	chimeratech	25	33	98	37
Cyber Phoenix	demise	13	46	98	39
Cyber Phoenix	trooper	25	71	98	40
Cyber Phoenix	zombie	23	94	98	42
Cyber Phoenix	perfect circle	4	98	98	43
Macro Cosmos	chaos return	3	3	174	34
Macro Cosmos	stein	1	4	174	36
Macro Cosmos	demise	3	7	174	39
Macro Cosmos	perfect circle	13	20	174	43
Macro Cosmos	dad return	25	45	174	45
Macro Cosmos	gladiator	2	47	174	46
Macro Cosmos	frog	2	49	174	55
Macro Cosmos	starstrike	1	50	174	57
Macro Cosmos	dino rabbit	33	83	174	61
Macro Cosmos	wind-up	14	97	174	62
Macro Cosmos	miami	12	109	174	63
Macro Cosmos	meadowlands	6	115	174	64
Macro Cosmos	baby ruler	4	119	174	65
Macro Cosmos	ravine ruler	6	125	174	66
Macro Cosmos	fire-water	6	131	174	67
Macro Cosmos	vegas	4	135	174	68
Macro Cosmos	hat	9	144	174	69
Macro Cosmos	shaddoll	1	145	174	70
Macro Cosmos	burning abyss	1	146	174	71
Macro Cosmos	nekroz	5	151	174	73
Macro Cosmos	clown	1	152	174	74
Macro Cosmos	grass zoo	4	156	174	80
Macro Cosmos	link zoo	6	162	174	82
Macro Cosmos	toss	1	163	174	90
Macro Cosmos	darkwing	1	164	174	101
Macro Cosmos	fire king	6	170	174	105
Macro Cosmos	snake-eye	3	173	174	106
Macro Cosmos	fiendsmith	1	174	174	107
Drillroid	chaos return	2	2	25	34
Drillroid	stein	2	4	25	36
Drillroid	chimeratech	4	8	25	37
Drillroid	demise	1	9	25	39
Drillroid	trooper	3	12	25	40
Drillroid	zombie	10	22	25	42
Drillroid	perfect circle	2	24	25	43
Drillroid	dad return	1	25	25	45
Freed the Brave Wanderer	chaos return	2	2	6	34
Freed the Brave Wanderer	gladiator	3	5	6	46
Freed the Brave Wanderer	cat	1	6	6	50
Gren Maju Da Eiza	chaos return	2	2	2	34
Majestic Mech - Ohka	chaos return	2	2	2	34
Soul of Purity and Light	chaos return	2	2	2	34
Victory Viper XX03	chaos return	2	2	4	34
Victory Viper XX03	lightsworn	2	4	4	52
D.D. Scout Plane	chaos return	1	1	5	34
D.D. Scout Plane	stein	2	3	5	36
D.D. Scout Plane	perfect circle	2	5	5	43
Elemental HERO Wildheart	chaos return	1	1	23	34
Elemental HERO Wildheart	stein	5	6	23	36
Elemental HERO Wildheart	chimeratech	3	9	23	37
Elemental HERO Wildheart	demise	4	13	23	39
Elemental HERO Wildheart	zombie	8	21	23	42
Elemental HERO Wildheart	perfect circle	2	23	23	43
Mythical Beast Cerberus	chaos return	1	1	1	34
UFOroid Fighter	chaos return	1	1	1	34
Wave-Motion Cannon	stein	24	24	74	36
Wave-Motion Cannon	chimeratech	2	26	74	37
Wave-Motion Cannon	demise	1	27	74	39
Wave-Motion Cannon	trooper	6	33	74	40
Wave-Motion Cannon	zombie	28	61	74	42
Wave-Motion Cannon	perfect circle	4	65	74	43
Wave-Motion Cannon	dad return	9	74	74	45
Super Vehicroid Jumbo Drill	stein	13	13	20	36
Super Vehicroid Jumbo Drill	chimeratech	2	15	20	37
Super Vehicroid Jumbo Drill	demise	1	16	20	39
Super Vehicroid Jumbo Drill	trooper	1	17	20	40
Super Vehicroid Jumbo Drill	zombie	1	18	20	42
Super Vehicroid Jumbo Drill	perfect circle	1	19	20	43
Super Vehicroid Jumbo Drill	dad return	1	20	20	45
Chain Strike	stein	11	11	19	36
Chain Strike	demise	1	12	19	39
Chain Strike	perfect circle	1	13	19	43
Chain Strike	ravine ruler	2	15	19	66
Chain Strike	fire-water	2	17	19	67
Chain Strike	link zoo	2	19	19	82
Accumulated Fortune	stein	9	9	27	36
Accumulated Fortune	demise	3	12	27	39
Accumulated Fortune	perfect circle	3	15	27	43
Accumulated Fortune	ravine ruler	3	18	27	66
Accumulated Fortune	fire-water	3	21	27	67
Accumulated Fortune	vegas	6	27	27	68
Mecha-Dog Marron	stein	7	7	9	36
Mecha-Dog Marron	demise	2	9	9	39
Chimeratech Overdragon	stein	5	5	156	36
Chimeratech Overdragon	chimeratech	39	44	156	37
Chimeratech Overdragon	demise	12	56	156	39
Chimeratech Overdragon	trooper	26	82	156	40
Chimeratech Overdragon	zombie	11	93	156	42
Chimeratech Overdragon	perfect circle	30	123	156	43
Chimeratech Overdragon	dad return	16	139	156	45
Chimeratech Overdragon	gladiator	17	156	156	46
Snipe Hunter	stein	5	5	200	36
Snipe Hunter	chimeratech	17	22	200	37
Snipe Hunter	destiny	1	23	200	38
Snipe Hunter	demise	14	37	200	39
Snipe Hunter	trooper	7	44	200	40
Snipe Hunter	zombie	44	88	200	42
Snipe Hunter	perfect circle	6	94	200	43
Snipe Hunter	dad return	54	148	200	45
Snipe Hunter	gladiator	14	162	200	46
Snipe Hunter	teledad	20	182	200	48
Snipe Hunter	cat	3	185	200	50
Snipe Hunter	frog	4	189	200	55
Snipe Hunter	crow	1	190	200	56
Snipe Hunter	ravine ruler	10	200	200	66
Cyber Ogre 2	stein	4	4	11	36
Cyber Ogre 2	chimeratech	2	6	11	37
Cyber Ogre 2	demise	4	10	11	39
Cyber Ogre 2	perfect circle	1	11	11	43
Fire Darts	stein	3	3	3	36
Instant Fusion	stein	3	3	281	36
Instant Fusion	edison	1	4	281	54
Instant Fusion	tengu	3	7	281	60
Instant Fusion	miami	3	10	281	63
Instant Fusion	meadowlands	4	14	281	64
Instant Fusion	ravine ruler	3	17	281	66
Instant Fusion	vegas	4	21	281	68
Instant Fusion	hat	11	32	281	69
Instant Fusion	nekroz	2	34	281	73
Instant Fusion	clown	31	65	281	74
Instant Fusion	performapal	32	97	281	75
Instant Fusion	monarch	4	101	281	77
Instant Fusion	blue-eyes	2	103	281	78
Instant Fusion	invasion	49	152	281	79
Instant Fusion	grass zoo	36	188	281	80
Instant Fusion	link zoo	4	192	281	82
Instant Fusion	secaucus	7	199	281	85
Instant Fusion	toss	2	201	281	90
Instant Fusion	tri-brigade	5	206	281	96
Instant Fusion	phoenix	1	207	281	98
Instant Fusion	elements	11	218	281	100
Instant Fusion	darkwing	18	236	281	101
Instant Fusion	tearlaments	41	277	281	102
Instant Fusion	rescue-ace	1	278	281	104
Instant Fusion	fire king	1	279	281	105
Instant Fusion	snake-eye	2	281	281	106
Meteor of Destruction	stein	3	3	3	36
Sand Moth	stein	3	3	3	36
Chain Detonation	stein	2	2	2	36
Double Snare	stein	2	2	6	36
Double Snare	demise	1	3	6	39
Double Snare	perfect circle	3	6	6	43
Future Fusion	stein	2	2	52	36
Future Fusion	chimeratech	12	14	52	37
Future Fusion	demise	3	17	52	39
Future Fusion	trooper	5	22	52	40
Future Fusion	zombie	6	28	52	42
Future Fusion	perfect circle	3	31	52	43
Future Fusion	edison	7	38	52	54
Future Fusion	frog	1	39	52	55
Future Fusion	crow	1	40	52	56
Future Fusion	starstrike	3	43	52	57
Future Fusion	dino rabbit	5	48	52	61
Future Fusion	grass zoo	4	52	52	80
Nightmare's Steelcage	stein	2	2	7	36
Nightmare's Steelcage	chimeratech	3	5	7	37
Nightmare's Steelcage	demise	1	6	7	39
Nightmare's Steelcage	zombie	1	7	7	42
Prickle Fairy	stein	2	2	2	36
The Immortal of Thunder	stein	2	2	2	36
Thunder of Ruler	stein	2	2	2	36
D.D. Designator	stein	1	1	16	36
D.D. Designator	chimeratech	1	2	16	37
D.D. Designator	demise	10	12	16	39
D.D. Designator	zombie	2	14	16	42
D.D. Designator	dad return	2	16	16	45
Elemental HERO Mariner	stein	1	1	2	36
Elemental HERO Mariner	edison	1	2	2	54
Five-Headed Dragon	stein	1	1	14	36
Five-Headed Dragon	zombie	1	2	14	42
Five-Headed Dragon	dad return	2	4	14	45
Five-Headed Dragon	gladiator	3	7	14	46
Five-Headed Dragon	edison	1	8	14	54
Five-Headed Dragon	starstrike	1	9	14	57
Five-Headed Dragon	dino rabbit	5	14	14	61
Gate Guardian	stein	1	1	1	36
Granadora	stein	1	1	1	36
Jowls of Dark Demise	stein	1	1	3	36
Jowls of Dark Demise	frog	2	3	3	55
Overload Fusion	stein	1	1	46	36
Overload Fusion	chimeratech	27	28	46	37
Overload Fusion	demise	2	30	46	39
Overload Fusion	trooper	6	36	46	40
Overload Fusion	zombie	7	43	46	42
Overload Fusion	perfect circle	2	45	46	43
Overload Fusion	tri-brigade	1	46	46	96
Summoner of Illusions	stein	1	1	2	36
Summoner of Illusions	zombie	1	2	2	42
Green Gadget	chimeratech	17	17	52	37
Green Gadget	demise	5	22	52	39
Green Gadget	zombie	8	30	52	42
Green Gadget	perfect circle	2	32	52	43
Green Gadget	dad return	6	38	52	45
Green Gadget	frog	7	45	52	55
Green Gadget	starstrike	2	47	52	57
Green Gadget	wind-up	2	49	52	62
Green Gadget	hat	3	52	52	69
Red Gadget	chimeratech	17	17	52	37
Red Gadget	demise	5	22	52	39
Red Gadget	zombie	8	30	52	42
Red Gadget	perfect circle	2	32	52	43
Red Gadget	dad return	6	38	52	45
Red Gadget	frog	7	45	52	55
Red Gadget	starstrike	2	47	52	57
Red Gadget	wind-up	2	49	52	62
Red Gadget	hat	3	52	52	69
UFO Turtle	chimeratech	17	17	36	37
UFO Turtle	demise	3	20	36	39
UFO Turtle	trooper	10	30	36	40
UFO Turtle	zombie	6	36	36	42
Yellow Gadget	chimeratech	17	17	52	37
Yellow Gadget	demise	5	22	52	39
Yellow Gadget	zombie	8	30	52	42
Yellow Gadget	perfect circle	2	32	52	43
Yellow Gadget	dad return	6	38	52	45
Yellow Gadget	frog	7	45	52	55
Yellow Gadget	starstrike	2	47	52	57
Yellow Gadget	wind-up	2	49	52	62
Yellow Gadget	hat	3	52	52	69
Shrink	chimeratech	12	12	94	37
Shrink	demise	11	23	94	39
Shrink	zombie	26	49	94	42
Shrink	perfect circle	11	60	94	43
Shrink	dad return	6	66	94	45
Shrink	gladiator	17	83	94	46
Shrink	teledad	6	89	94	48
Shrink	lightsworn	3	92	94	52
Shrink	edison	1	93	94	54
Shrink	frog	1	94	94	55
System Down	chimeratech	10	10	285	37
System Down	demise	2	12	285	39
System Down	trooper	11	23	285	40
System Down	zombie	2	25	285	42
System Down	perfect circle	2	27	285	43
System Down	edison	4	31	285	54
System Down	frog	5	36	285	55
System Down	starstrike	3	39	285	57
System Down	tengu	4	43	285	60
System Down	wind-up	20	63	285	62
System Down	miami	2	65	285	63
System Down	shaddoll	1	66	285	70
System Down	burning abyss	1	67	285	71
System Down	performapal	9	76	285	75
System Down	monarch	49	125	285	77
System Down	invasion	138	263	285	79
System Down	link zoo	3	266	285	82
System Down	toss	19	285	285	90
Vanity's Fiend	chimeratech	7	7	301	37
Vanity's Fiend	zombie	2	9	301	42
Vanity's Fiend	perfect circle	2	11	301	43
Vanity's Fiend	dad return	14	25	301	45
Vanity's Fiend	gladiator	6	31	301	46
Vanity's Fiend	teledad	4	35	301	48
Vanity's Fiend	lightsworn	8	43	301	52
Vanity's Fiend	edison	15	58	301	54
Vanity's Fiend	frog	14	72	301	55
Vanity's Fiend	starstrike	7	79	301	57
Vanity's Fiend	trishula	1	80	301	59
Vanity's Fiend	tengu	12	92	301	60
Vanity's Fiend	dino rabbit	2	94	301	61
Vanity's Fiend	wind-up	3	97	301	62
Vanity's Fiend	ravine ruler	5	102	301	66
Vanity's Fiend	shaddoll	44	146	301	70
Vanity's Fiend	burning abyss	46	192	301	71
Vanity's Fiend	charleston	17	209	301	72
Vanity's Fiend	nekroz	21	230	301	73
Vanity's Fiend	performapal	11	241	301	75
Vanity's Fiend	monarch	39	280	301	77
Vanity's Fiend	invasion	13	293	301	79
Vanity's Fiend	grass zoo	4	297	301	80
Vanity's Fiend	fire king	1	298	301	105
Vanity's Fiend	snake-eye	3	301	301	106
Ancient Gear Cannon	chimeratech	3	3	3	37
Ancient Gear Drill	chimeratech	3	3	3	37
Horus the Black Flame Dragon LV4	chimeratech	3	3	3	37
Horus the Black Flame Dragon LV6	chimeratech	3	3	11	37
Horus the Black Flame Dragon LV6	baby ruler	8	11	11	65
Ancient Gear Soldier	chimeratech	2	2	2	37
Hammer Shot	chimeratech	2	2	34	37
Hammer Shot	zombie	25	27	34	42
Hammer Shot	perfect circle	1	28	34	43
Hammer Shot	dad return	5	33	34	45
Hammer Shot	frog	1	34	34	55
My Body as a Shield	chimeratech	2	2	219	37
My Body as a Shield	demise	3	5	219	39
My Body as a Shield	zombie	4	9	219	42
My Body as a Shield	dad return	4	13	219	45
My Body as a Shield	gladiator	18	31	219	46
My Body as a Shield	cat	14	45	219	50
My Body as a Shield	lightsworn	45	90	219	52
My Body as a Shield	edison	7	97	219	54
My Body as a Shield	frog	8	105	219	55
My Body as a Shield	starstrike	23	128	219	57
My Body as a Shield	tengu	3	131	219	60
My Body as a Shield	wind-up	2	133	219	62
My Body as a Shield	monarch	2	135	219	77
My Body as a Shield	grass zoo	6	141	219	80
My Body as a Shield	draco zoo	62	203	219	81
My Body as a Shield	link zoo	16	219	219	82
Barrel Dragon	chimeratech	1	1	2	37
Barrel Dragon	zombie	1	2	2	42
Chain Destruction	chimeratech	1	1	3	37
Chain Destruction	frog	2	3	3	55
Cyberdark Dragon	chimeratech	1	1	3	37
Cyberdark Dragon	gladiator	2	3	3	46
Dark Dust Spirit	chimeratech	1	1	13	37
Dark Dust Spirit	demise	2	3	13	39
Dark Dust Spirit	zombie	1	4	13	42
Dark Dust Spirit	edison	1	5	13	54
Dark Dust Spirit	frog	6	11	13	55
Dark Dust Spirit	starstrike	2	13	13	57
Elemental HERO Shining Flare Wingman	chimeratech	1	1	11	37
Elemental HERO Shining Flare Wingman	zombie	7	8	11	42
Elemental HERO Shining Flare Wingman	perfect circle	1	9	11	43
Elemental HERO Shining Flare Wingman	gladiator	2	11	11	46
Elemental HERO Thunder Giant	chimeratech	1	1	3	37
Elemental HERO Thunder Giant	perfect circle	1	2	3	43
Elemental HERO Thunder Giant	gladiator	1	3	3	46
Horus the Black Flame Dragon LV8	chimeratech	1	1	9	37
Horus the Black Flame Dragon LV8	baby ruler	8	9	9	65
Magical Mallet	chimeratech	1	1	17	37
Magical Mallet	demise	1	2	17	39
Magical Mallet	dad return	9	11	17	45
Magical Mallet	frog	3	14	17	55
Magical Mallet	baby ruler	3	17	17	65
The End of Anubis	chimeratech	1	1	6	37
The End of Anubis	burning abyss	1	2	6	71
The End of Anubis	tearlaments	1	3	6	102
The End of Anubis	rescue-ace	3	6	6	104
The Light - Hex-Sealed Fusion	chimeratech	1	1	12	37
The Light - Hex-Sealed Fusion	trooper	3	4	12	40
The Light - Hex-Sealed Fusion	zombie	4	8	12	42
The Light - Hex-Sealed Fusion	rescue-ace	3	11	12	104
The Light - Hex-Sealed Fusion	fire king	1	12	12	105
Destiny Draw	destiny	3	3	520	38
Destiny Draw	demise	21	24	520	39
Destiny Draw	trooper	15	39	520	40
Destiny Draw	zombie	35	74	520	42
Destiny Draw	perfect circle	73	147	520	43
Destiny Draw	dad return	169	316	520	45
Destiny Draw	gladiator	48	364	520	46
Destiny Draw	teledad	108	472	520	48
Destiny Draw	cat	12	484	520	50
Destiny Draw	lightsworn	32	516	520	52
Destiny Draw	starstrike	1	517	520	57
Destiny Draw	wind-up	3	520	520	62
Destiny HERO - Malicious	destiny	3	3	383	38
Destiny HERO - Malicious	demise	21	24	383	39
Destiny HERO - Malicious	trooper	15	39	383	40
Destiny HERO - Malicious	zombie	26	65	383	42
Destiny HERO - Malicious	perfect circle	48	113	383	43
Destiny HERO - Malicious	dad return	50	163	383	45
Destiny HERO - Malicious	gladiator	32	195	383	46
Destiny HERO - Malicious	teledad	114	309	383	48
Destiny HERO - Malicious	cat	12	321	383	50
Destiny HERO - Malicious	lightsworn	26	347	383	52
Destiny HERO - Malicious	edison	4	351	383	54
Destiny HERO - Malicious	frog	2	353	383	55
Destiny HERO - Malicious	starstrike	2	355	383	57
Destiny HERO - Malicious	wind-up	2	357	383	62
Destiny HERO - Malicious	phoenix	2	359	383	98
Destiny HERO - Malicious	kashtira	2	361	383	103
Destiny HERO - Malicious	rescue-ace	22	383	383	104
Light and Darkness Dragon	destiny	3	3	92	38
Light and Darkness Dragon	perfect circle	40	43	92	43
Light and Darkness Dragon	dad return	4	47	92	45
Light and Darkness Dragon	gladiator	2	49	92	46
Light and Darkness Dragon	frog	24	73	92	55
Light and Darkness Dragon	starstrike	8	81	92	57
Light and Darkness Dragon	dino rabbit	3	84	92	61
Light and Darkness Dragon	wind-up	5	89	92	62
Light and Darkness Dragon	baby ruler	2	91	92	65
Light and Darkness Dragon	ravine ruler	1	92	92	66
D.D. Crow	destiny	2	2	1464	38
D.D. Crow	demise	15	17	1464	39
D.D. Crow	trooper	13	30	1464	40
D.D. Crow	zombie	43	73	1464	42
D.D. Crow	perfect circle	66	139	1464	43
D.D. Crow	dad return	146	285	1464	45
D.D. Crow	gladiator	159	444	1464	46
D.D. Crow	teledad	57	501	1464	48
D.D. Crow	cat	35	536	1464	50
D.D. Crow	lightsworn	71	607	1464	52
D.D. Crow	edison	60	667	1464	54
D.D. Crow	frog	160	827	1464	55
D.D. Crow	crow	9	836	1464	56
D.D. Crow	starstrike	61	897	1464	57
D.D. Crow	trishula	9	906	1464	59
D.D. Crow	tengu	16	922	1464	60
D.D. Crow	dino rabbit	14	936	1464	61
D.D. Crow	wind-up	10	946	1464	62
D.D. Crow	miami	5	951	1464	63
D.D. Crow	meadowlands	13	964	1464	64
D.D. Crow	ravine ruler	43	1007	1464	66
D.D. Crow	fire-water	36	1043	1464	67
D.D. Crow	vegas	39	1082	1464	68
D.D. Crow	hat	78	1160	1464	69
D.D. Crow	shaddoll	10	1170	1464	70
D.D. Crow	burning abyss	2	1172	1464	71
D.D. Crow	nekroz	1	1173	1464	73
D.D. Crow	clown	2	1175	1464	74
D.D. Crow	monarch	6	1181	1464	77
D.D. Crow	blue-eyes	4	1185	1464	78
D.D. Crow	invasion	10	1195	1464	79
D.D. Crow	grass zoo	44	1239	1464	80
D.D. Crow	secaucus	1	1240	1464	85
D.D. Crow	toss	19	1259	1464	90
